source_sheet,SNP,CHR,BP,P,Base,Gene
"gwas p<7E-4, keep reseq SNPs",rs6693304,1,201522682,0.000341527,1,-
"gwas p<7E-4, keep reseq SNPs",rs143343168,14,43987052,0.000341833,1,-
"gwas p<7E-4, keep reseq SNPs",rs59313219,9,101047135,0.000341956,1,GABBR2
"gwas p<7E-4, keep reseq SNPs",rs78831308,3,18164493,0.000342144,1,-
"gwas p<7E-4, keep reseq SNPs",rs12713927,2,78111574,0.000342576,1,-
"gwas p<7E-4, keep reseq SNPs",rs10032406,4,183430225,0.000343326,1,TENM3
"gwas p<7E-4, keep reseq SNPs",rs35677769,6,157930548,0.0003434,1,ZDHHC14
"gwas p<7E-4, keep reseq SNPs",rs191067907,6,93973059,0.000343624,1,EPHA7
"gwas p<7E-4, keep reseq SNPs",rs116370476,6,35177387,0.000345042,1,SCUBE3
"gwas p<7E-4, keep reseq SNPs",rs191860674,8,144510683,0.000345581,1,MAFA
"gwas p<7E-4, keep reseq SNPs",rs143753118,6,51793609,0.000346356,1,PKHD1
"gwas p<7E-4, keep reseq SNPs",rs138853624,6,144625510,0.000346795,1,UTRN
"gwas p<7E-4, keep reseq SNPs",rs138620896,8,125092675,0.00034808,1,FER1L6
"gwas p<7E-4, keep reseq SNPs",rs34825924,15,25973698,0.00034896,1,ATP10A
"gwas p<7E-4, keep reseq SNPs",rs144066573,13,62109004,0.000349388,1,-
"gwas p<7E-4, keep reseq SNPs",rs2819213,10,12341889,0.000349419,1,-
"gwas p<7E-4, keep reseq SNPs",rs2577254,2,11975372,0.000350535,1,MIR4262
"gwas p<7E-4, keep reseq SNPs",rs34260939,10,105800893,0.000350879,1,COL17A1
"gwas p<7E-4, keep reseq SNPs",rs34672900,17,41281550,0.000350888,1,BRCA1
"gwas p<7E-4, keep reseq SNPs",rs655113,6,52269151,0.000351372,1,PAQR8
"gwas p<7E-4, keep reseq SNPs",rs9987877,9,32755066,0.000351802,1,-
"gwas p<7E-4, keep reseq SNPs",rs117360996,20,26269253,0.000351936,1,-
"gwas p<7E-4, keep reseq SNPs",rs1435717,3,6420979,0.000352427,1,-
"gwas p<7E-4, keep reseq SNPs",rs34653582,3,10910693,0.000353276,1,SLC6A11
"gwas p<7E-4, keep reseq SNPs",rs13048286,21,47764337,0.00035334,1,PCNT
"gwas p<7E-4, keep reseq SNPs",rs17665720,5,168224595,0.000353404,1,SLIT3
"gwas p<7E-4, keep reseq SNPs",rs111788176,13,84732953,0.00035363,1,-
"gwas p<7E-4, keep reseq SNPs",rs116886253,18,4314068,0.000354134,1,DLGAP1
"gwas p<7E-4, keep reseq SNPs",rs1921334,12,85359569,0.000354321,1,-
"gwas p<7E-4, keep reseq SNPs",rs77891867,1,43105719,0.000354586,1,CCDC30
"gwas p<7E-4, keep reseq SNPs",rs2868730,4,84008262,0.000355404,1,PLAC8
"gwas p<7E-4, keep reseq SNPs",rs6580953,12,54021138,0.000355495,1,ATF7
"gwas p<7E-4, keep reseq SNPs",rs56197445,9,74881812,0.000356541,1,-
"gwas p<7E-4, keep reseq SNPs",rs61829240,10,4087396,0.000356968,1,-
"gwas p<7E-4, keep reseq SNPs",rs78453243,9,12959595,0.000357567,1,-
"gwas p<7E-4, keep reseq SNPs",rs2703063,12,58748846,0.000357811,1,-
"gwas p<7E-4, keep reseq SNPs",rs2447963,8,102491136,0.000358148,1,KB-1562D12.1
"gwas p<7E-4, keep reseq SNPs",rs8048448,16,30692208,0.00035994,1,-
"gwas p<7E-4, keep reseq SNPs",rs150231561,13,41702045,0.000361639,1,KBTBD6
"gwas p<7E-4, keep reseq SNPs",rs114659137,2,18489997,0.000361866,1,-
"gwas p<7E-4, keep reseq SNPs",rs10783497,12,52605163,0.000362385,1,LINC00592
"gwas p<7E-4, keep reseq SNPs",rs189069583,20,3082951,0.000362611,1,UBOX5-AS1
"gwas p<7E-4, keep reseq SNPs",rs188474987,15,85991372,0.000363006,1,AKAP13
"gwas p<7E-4, keep reseq SNPs",rs72885117,6,77770582,0.000363925,1,-
"gwas p<7E-4, keep reseq SNPs",rs140959592,16,2194157,0.000364177,1,RAB26
"gwas p<7E-4, keep reseq SNPs",rs4775489,15,62604849,0.000364213,1,-
"gwas p<7E-4, keep reseq SNPs",rs77963268,17,18010088,0.000364313,1,DRG2
"gwas p<7E-4, keep reseq SNPs",rs74795993,15,37172343,0.000364584,1,RP11-122D10.1
"gwas p<7E-4, keep reseq SNPs",rs2493303,1,3324209,0.000364714,1,PRDM16
"gwas p<7E-4, keep reseq SNPs",rs77606168,15,82132061,0.000365237,1,-
"gwas p<7E-4, keep reseq SNPs",rs2341697,2,239120652,0.000365348,1,-
"gwas p<7E-4, keep reseq SNPs",rs34794088,8,52740683,0.000366082,1,PCMTD1
"gwas p<7E-4, keep reseq SNPs",rs35017269,13,73340177,0.000366244,1,DIS3
"gwas p<7E-4, keep reseq SNPs",rs10039473,5,94241662,0.000367261,1,MCTP1
"gwas p<7E-4, keep reseq SNPs",rs76129636,6,130978833,0.000368325,1,-
"gwas p<7E-4, keep reseq SNPs",rs62019694,15,88001798,0.000368375,1,RP11-648K4.2
"gwas p<7E-4, keep reseq SNPs",rs11678865,2,86095679,0.000368784,1,ST3GAL5
"gwas p<7E-4, keep reseq SNPs",rs35517518,14,66352621,0.000369021,1,CTD-2014B16.1
"gwas p<7E-4, keep reseq SNPs",rs74674622,2,124785717,0.000370202,1,CNTNAP5
"gwas p<7E-4, keep reseq SNPs",rs1669778,2,237551279,0.000370629,1,-
"gwas p<7E-4, keep reseq SNPs",rs144025880,6,68405471,0.000371465,1,-
"gwas p<7E-4, keep reseq SNPs",rs6605237,1,81987128,0.000372194,1,RP5-837I24.2
"gwas p<7E-4, keep reseq SNPs",rs4969298,17,78873473,0.000373376,1,RPTOR
"gwas p<7E-4, keep reseq SNPs",rs12211525,6,120016308,0.000373733,1,-
"gwas p<7E-4, keep reseq SNPs",rs55993474,1,79557392,0.000374447,1,-
"gwas p<7E-4, keep reseq SNPs",rs1488496,3,7908883,0.000374754,1,-
"gwas p<7E-4, keep reseq SNPs",rs138414523,4,165571045,0.000375135,1,-
"gwas p<7E-4, keep reseq SNPs",rs1334419,10,128934510,0.000375222,1,FAM196A
"gwas p<7E-4, keep reseq SNPs",rs13082187,3,137067902,0.000375242,1,-
"gwas p<7E-4, keep reseq SNPs",rs68170294,8,56068770,0.000376462,1,XKR4
"gwas p<7E-4, keep reseq SNPs",rs2509889,18,34397669,0.000376991,1,TPGS2
"gwas p<7E-4, keep reseq SNPs",rs142307065,6,152074513,0.000377294,1,ESR1
"gwas p<7E-4, keep reseq SNPs",rs189560478,4,136069237,0.000377409,1,-
"gwas p<7E-4, keep reseq SNPs",rs35515085,10,107777688,0.000378072,1,-
"gwas p<7E-4, keep reseq SNPs",rs72754280,5,53563429,0.000378586,1,ARL15
"gwas p<7E-4, keep reseq SNPs",rs189640260,13,87110896,0.000379034,1,-
"gwas p<7E-4, keep reseq SNPs",rs140853540,1,216150858,0.000379297,1,USH2A
"gwas p<7E-4, keep reseq SNPs",rs149455674,17,43149772,0.0003799,1,NMT1
"gwas p<7E-4, keep reseq SNPs",rs12422371,12,119563325,0.000380315,1,SRRM4
"gwas p<7E-4, keep reseq SNPs",rs1519081,8,116244105,0.000381573,1,-
"gwas p<7E-4, keep reseq SNPs",rs11678590,2,129915855,0.000381787,1,-
"gwas p<7E-4, keep reseq SNPs",rs217179,16,72214974,0.000382731,1,-
"gwas p<7E-4, keep reseq SNPs",rs73399369,7,88589450,0.000384636,1,ZNF804B
"gwas p<7E-4, keep reseq SNPs",rs17682485,19,15789698,0.00038495,1,CYP4F12
"gwas p<7E-4, keep reseq SNPs",rs1805419,19,49459104,0.000385339,1,BAX
"gwas p<7E-4, keep reseq SNPs",rs60954064,4,90592962,0.00038677,1,RP11-115D19.1
"gwas p<7E-4, keep reseq SNPs",rs66884960,18,34838207,0.000387017,1,CELF4
"gwas p<7E-4, keep reseq SNPs",rs141327818,3,157309312,0.000387238,1,C3orf55
"gwas p<7E-4, keep reseq SNPs",rs17850290,16,737269,0.000387252,1,WDR24
"gwas p<7E-4, keep reseq SNPs",rs556287704,17,42576767,0.000387682,1,GPATCH8
"gwas p<7E-4, keep reseq SNPs",rs363632,2,74892737,0.000387704,1,SEMA4F
"gwas p<7E-4, keep reseq SNPs",rs37022,5,1415629,0.000387825,1,SLC6A3
"gwas p<7E-4, keep reseq SNPs",rs11680126,2,110261696,0.000388484,1,SH3RF3
"gwas p<7E-4, keep reseq SNPs",rs2267106,22,28151825,0.000388723,1,MN1
"gwas p<7E-4, keep reseq SNPs",rs116214098,3,191966740,0.00038873,1,FGF12
"gwas p<7E-4, keep reseq SNPs",rs143310897,5,90423869,0.000389324,1,GPR98
"gwas p<7E-4, keep reseq SNPs",rs192706517,7,104490671,0.000390021,1,LHFPL3
"gwas p<7E-4, keep reseq SNPs",rs78333082,19,50360869,0.000390812,1,PTOV1
"gwas p<7E-4, keep reseq SNPs",rs75717479,12,14265487,0.000391519,1,-
"gwas p<7E-4, keep reseq SNPs",rs74359461,10,67473632,0.000391841,1,AC022538.1
"gwas p<7E-4, keep reseq SNPs",rs75518001,7,129651340,0.000392251,1,RP11-306G20.1
"gwas p<7E-4, keep reseq SNPs",rs115459366,3,56562406,0.000392335,1,-
"gwas p<7E-4, keep reseq SNPs",rs74128335,1,174242596,0.000392521,1,RABGAP1L
"gwas p<7E-4, keep reseq SNPs",rs2904905,17,10059451,0.00039255,1,GAS7
"gwas p<7E-4, keep reseq SNPs",rs990713,5,128737730,0.000392623,1,MIR4460
"gwas p<7E-4, keep reseq SNPs",rs11781619,8,96017323,0.000392707,1,NDUFAF6
"gwas p<7E-4, keep reseq SNPs",rs10738946,9,35777495,0.000393283,1,RP11-112J3.16
"gwas p<7E-4, keep reseq SNPs",8:24211869,8,24211869,0.000393306,1,NA
"gwas p<7E-4, keep reseq SNPs",rs117249716,6,112990594,0.000393759,1,-
"gwas p<7E-4, keep reseq SNPs",rs150127989,18,71358784,0.000393944,1,-
"gwas p<7E-4, keep reseq SNPs",rs117840784,10,68649896,0.000395364,1,CTNNA3
"gwas p<7E-4, keep reseq SNPs",rs142257223,6,111009311,0.000396079,1,CDK19
"gwas p<7E-4, keep reseq SNPs",rs1287612,14,89605817,0.000396494,1,-
"gwas p<7E-4, keep reseq SNPs",rs6768337,3,70353099,0.000396751,1,RP11-231I13.2
"gwas p<7E-4, keep reseq SNPs",rs74428157,12,94824848,0.000397067,1,CCDC41
"gwas p<7E-4, keep reseq SNPs",rs76220783,5,169899081,0.00039731499999999997,1,KCNIP1
"gwas p<7E-4, keep reseq SNPs",rs2220826,8,104281357,0.000397911,1,RP11-318M2.2
"gwas p<7E-4, keep reseq SNPs",rs4237217,9,95716964,0.000398292,1,FGD3
"gwas p<7E-4, keep reseq SNPs",rs79298699,16,31402042,0.000398566,1,ITGAD
"gwas p<7E-4, keep reseq SNPs",rs748938,18,77359494,0.000398645,1,-
"gwas p<7E-4, keep reseq SNPs",rs116404737,1,81552014,0.000398771,1,-
"gwas p<7E-4, keep reseq SNPs",rs138194780,5,117838292,0.000398995,1,CTD-2281M20.1
"gwas p<7E-4, keep reseq SNPs",rs5744204,20,36982811,0.000399958,1,LBP
"gwas p<7E-4, keep reseq SNPs",rs150159771,4,108193610,0.000400167,1,RP11-713M6.2
"gwas p<7E-4, keep reseq SNPs",rs10827807,10,37909047,0.00040079,1,-
"gwas p<7E-4, keep reseq SNPs",rs12928193,16,5116161,0.000400922,1,C16orf89
"gwas p<7E-4, keep reseq SNPs",rs1105397,4,58745731,0.000401666,1,-
"gwas p<7E-4, keep reseq SNPs",rs10283484,9,104796732,0.000402125,1,-
"gwas p<7E-4, keep reseq SNPs",rs12117464,1,32306298,0.000402274,1,RP11-84A19.2
"gwas p<7E-4, keep reseq SNPs",rs17775981,8,73816178,0.000403063,1,KCNB2
"gwas p<7E-4, keep reseq SNPs",rs1790588,18,67535184,0.000403181,1,CD226
"gwas p<7E-4, keep reseq SNPs",rs117471685,9,119339065,0.00040417,1,ASTN2
"gwas p<7E-4, keep reseq SNPs",rs1724386,17,43783760,0.000404878,1,CRHR1
"gwas p<7E-4, keep reseq SNPs",rs1724386,17,43783760,0.000404878,1,-
"gwas p<7E-4, keep reseq SNPs",rs10814514,9,37175765,0.000405228,1,ZCCHC7
"gwas p<7E-4, keep reseq SNPs",rs79449682,7,68236121,0.000405771,1,-
"gwas p<7E-4, keep reseq SNPs",rs2748999,6,52612668,0.00040622,1,GSTA2
"gwas p<7E-4, keep reseq SNPs",rs12683279,9,122060357,0.000406263,1,BRINP1
"gwas p<7E-4, keep reseq SNPs",rs140175157,6,168578817,0.000406664,1,-
"gwas p<7E-4, keep reseq SNPs",rs4930483,11,67460689,0.000406686,1,-
"gwas p<7E-4, keep reseq SNPs",rs74459634,16,78279142,0.000406844,1,WWOX
"gwas p<7E-4, keep reseq SNPs",rs146601847,1,6694257,0.000407158,1,DNAJC11
"gwas p<7E-4, keep reseq SNPs",rs12084189,1,19101605,0.000407467,1,-
"gwas p<7E-4, keep reseq SNPs",rs17085260,6,154597660,0.000407576,1,IPCEF1
"gwas p<7E-4, keep reseq SNPs",rs113757973,2,29807211,0.000407928,1,ALK
"gwas p<7E-4, keep reseq SNPs",rs117208230,10,72597164,0.000407932,1,SGPL1
"gwas p<7E-4, keep reseq SNPs",rs75714781,6,117624252,0.000408119,1,ROS1
"gwas p<7E-4, keep reseq SNPs",rs116088832,3,105616388,0.000408549,1,-
"gwas p<7E-4, keep reseq SNPs",rs1983330,4,153910450,0.000409228,1,-
"gwas p<7E-4, keep reseq SNPs",rs76425884,10,115996698,0.000410126,1,TDRD1
"gwas p<7E-4, keep reseq SNPs",rs13194995,6,56470551,0.000410194,1,DST
"gwas p<7E-4, keep reseq SNPs",rs11707506,3,44224673,0.000411,1,-
"gwas p<7E-4, keep reseq SNPs",rs35186382,20,49741888,0.000411221,1,-
"gwas p<7E-4, keep reseq SNPs",rs142437210,11,127414164,0.000412053,1,-
"gwas p<7E-4, keep reseq SNPs",rs16932055,9,117771475,0.000414227,1,-
"gwas p<7E-4, keep reseq SNPs",rs72682273,1,69524880,0.00041538,1,RP11-424D14.1
"gwas p<7E-4, keep reseq SNPs",rs77998999,2,28791857,0.000415439,1,PLB1
"gwas p<7E-4, keep reseq SNPs",rs251171,5,62028878,0.000415488,1,-
"gwas p<7E-4, keep reseq SNPs",rs2339416,3,181080553,0.000415528,1,-
"gwas p<7E-4, keep reseq SNPs",rs79221223,18,54856675,0.000416649,1,-
"gwas p<7E-4, keep reseq SNPs",rs75966101,3,159782740,0.000417427,1,IL12A-AS1
"gwas p<7E-4, keep reseq SNPs",rs71512226,9,92858799,0.000418352,1,-
"gwas p<7E-4, keep reseq SNPs",rs2276657,2,45773816,0.000418718,1,SRBD1
"gwas p<7E-4, keep reseq SNPs",rs72821926,10,107104460,0.000419444,1,-
"gwas p<7E-4, keep reseq SNPs",rs7974281,12,97817895,0.000419603,1,-
"gwas p<7E-4, keep reseq SNPs",rs148106529,6,15549865,0.000419647,1,DTNBP1
"gwas p<7E-4, keep reseq SNPs",rs77938938,10,8824637,0.00042016,1,-
"gwas p<7E-4, keep reseq SNPs",rs13138512,4,119853638,0.000420471,1,SYNPO2
"gwas p<7E-4, keep reseq SNPs",rs3887876,8,55364337,0.000420945,1,-
"gwas p<7E-4, keep reseq SNPs",rs77386064,6,163435158,0.000421163,1,PACRG
"gwas p<7E-4, keep reseq SNPs",rs2279250,4,5812195,0.000421554,1,EVC
"gwas p<7E-4, keep reseq SNPs",rs145338300,1,58490760,0.000423188,1,DAB1
"gwas p<7E-4, keep reseq SNPs",rs10183856,2,213706545,0.000424085,1,AC079610.1
"gwas p<7E-4, keep reseq SNPs",rs78538125,22,35963444,0.000424135,1,-
"gwas p<7E-4, keep reseq SNPs",rs74341141,8,92034021,0.00042476,1,TMEM55A
"gwas p<7E-4, keep reseq SNPs",rs140187051,10,36666051,0.000425166,1,-
"gwas p<7E-4, keep reseq SNPs",rs116862704,12,77268220,0.000425201,1,CSRP2
"gwas p<7E-4, keep reseq SNPs",rs72739508,1,203058176,0.000425453,1,MYOG
"gwas p<7E-4, keep reseq SNPs",rs79641586,2,95718195,0.000425571,1,MAL
"gwas p<7E-4, keep reseq SNPs",rs10422762,19,36157167,0.000426237,1,UPK1A
"gwas p<7E-4, keep reseq SNPs",rs17019820,2,4819159,0.000426867,1,-
"gwas p<7E-4, keep reseq SNPs",rs141537412,7,12644375,0.000426948,1,SCIN
"gwas p<7E-4, keep reseq SNPs",rs1189320,10,53137136,0.000427054,1,PRKG1
"gwas p<7E-4, keep reseq SNPs",rs2370364,16,29701540,0.000427466,1,QPRT
"gwas p<7E-4, keep reseq SNPs",rs1579637,16,59009609,0.000427944,1,RP11-410D17.2
"gwas p<7E-4, keep reseq SNPs",rs10085137,5,116430289,0.000427975,1,-
"gwas p<7E-4, keep reseq SNPs",rs2347553,17,31922305,0.000428247,1,RP11-31I22.3
"gwas p<7E-4, keep reseq SNPs",rs17240055,15,57958484,0.000428531,1,MYZAP
"gwas p<7E-4, keep reseq SNPs",rs74324714,8,64920807,0.000429574,1,RP11-32K4.1
"gwas p<7E-4, keep reseq SNPs",rs7707396,5,80433658,0.000429815,1,RASGRF2
"gwas p<7E-4, keep reseq SNPs",rs6496733,15,85673176,0.000430013,1,PDE8A
"gwas p<7E-4, keep reseq SNPs",rs10461870,5,29697762,0.000430172,1,-
"gwas p<7E-4, keep reseq SNPs",rs77924351,14,48114321,0.000430541,1,MDGA2
"gwas p<7E-4, keep reseq SNPs",rs73008477,19,28636412,0.000431353,1,-
"gwas p<7E-4, keep reseq SNPs",rs77744581,3,189442017,0.000432728,1,TP63
"gwas p<7E-4, keep reseq SNPs",rs10425796,19,33500092,0.000432949,1,RHPN2
"gwas p<7E-4, keep reseq SNPs",rs538676,1,103304366,0.000434093,1,RP5-936J12.1
"gwas p<7E-4, keep reseq SNPs",rs12682088,8,127554930,0.000434132,1,-
"gwas p<7E-4, keep reseq SNPs",rs145186782,15,34553130,0.000434163,1,SLC12A6
"gwas p<7E-4, keep reseq SNPs",rs9875483,3,45605004,0.000434912,1,-
"gwas p<7E-4, keep reseq SNPs",rs78476874,17,9441205,0.000435374,1,STX8
"gwas p<7E-4, keep reseq SNPs",rs34507926,5,172197581,0.000435836,1,DUSP1
"gwas p<7E-4, keep reseq SNPs",rs183367895,3,140094190,0.00043709,1,CLSTN2
"gwas p<7E-4, keep reseq SNPs",rs144445796,1,104760102,0.000440742,1,-
"gwas p<7E-4, keep reseq SNPs",rs8179972,3,72378733,0.000442175,1,-
"gwas p<7E-4, keep reseq SNPs",rs62354980,5,37091444,0.000444191,1,-
"gwas p<7E-4, keep reseq SNPs",rs61915410,12,16978375,0.000444509,1,-
"gwas p<7E-4, keep reseq SNPs",rs4243488,6,149491914,0.000444588,1,-
"gwas p<7E-4, keep reseq SNPs",rs11939245,4,54265210,0.000444704,1,FIP1L1
"gwas p<7E-4, keep reseq SNPs",rs12041746,1,44118195,0.000445783,1,KDM4A
"gwas p<7E-4, keep reseq SNPs",rs56308772,2,28239810,0.000446019,1,BRE
"gwas p<7E-4, keep reseq SNPs",rs111461887,2,209784946,0.000446299,1,RNA5SP117
"gwas p<7E-4, keep reseq SNPs",rs55978942,6,161556593,0.000446528,1,AGPAT4
"gwas p<7E-4, keep reseq SNPs",rs11871722,17,61675576,0.000448456,1,TACO1
"gwas p<7E-4, keep reseq SNPs",rs118162200,12,48820336,0.000448971,1,RP11-370I10.6
"gwas p<7E-4, keep reseq SNPs",rs72684308,14,23512466,0.000449419,1,PSMB11
"gwas p<7E-4, keep reseq SNPs",rs1496725,15,93192523,0.000450381,1,FAM174B
"gwas p<7E-4, keep reseq SNPs",rs13183751,5,169112649,0.000450787,1,DOCK2
"gwas p<7E-4, keep reseq SNPs",rs78370753,16,54406566,0.000450795,1,RP11-434E6.2
"gwas p<7E-4, keep reseq SNPs",rs10923440,1,116317441,0.000452143,1,-
"gwas p<7E-4, keep reseq SNPs",rs149462048,16,89632203,0.000452182,1,RPL13
"gwas p<7E-4, keep reseq SNPs",rs7729020,5,82645911,0.000453388,1,XRCC4
"gwas p<7E-4, keep reseq SNPs",rs9392844,6,6928616,0.000453536,1,-
"gwas p<7E-4, keep reseq SNPs",rs146237880,9,127876173,0.000454029,1,SCAI
"gwas p<7E-4, keep reseq SNPs",rs73486354,9,74907319,0.000454225,1,-
"gwas p<7E-4, keep reseq SNPs",rs143197433,6,134439277,0.000454238,1,HMGA1P7
"gwas p<7E-4, keep reseq SNPs",rs17480119,11,40299939,0.00045464,1,LRRC4C
"gwas p<7E-4, keep reseq SNPs",rs4955692,3,169626379,0.000454869,1,SAMD7
"gwas p<7E-4, keep reseq SNPs",rs699240,1,183554449,0.000456543,1,NCF2
"gwas p<7E-4, keep reseq SNPs",rs148877274,4,100326464,0.000456961,1,-
"gwas p<7E-4, keep reseq SNPs",rs11195431,10,112886704,0.000457239,1,-
"gwas p<7E-4, keep reseq SNPs",rs13107074,4,37912719,0.000457389,1,TBC1D1
"gwas p<7E-4, keep reseq SNPs",rs1018419,22,44499089,0.000457706,1,PARVB
"gwas p<7E-4, keep reseq SNPs",rs115641582,2,30531700,0.000457862,1,LBH
"gwas p<7E-4, keep reseq SNPs",rs4714896,6,45928727,0.000459223,1,CLIC5
"gwas p<7E-4, keep reseq SNPs",rs7770312,6,163616215,0.000459223,1,PACRG
"gwas p<7E-4, keep reseq SNPs",rs17324662,2,30986645,0.00045964,1,CAPN13
"gwas p<7E-4, keep reseq SNPs",rs115579035,2,118617786,0.000459679,1,HTR5BP
"gwas p<7E-4, keep reseq SNPs",rs112851200,5,79283742,0.000461402,1,MTX3
"gwas p<7E-4, keep reseq SNPs",rs117407633,13,108715864,0.000461553,1,-
"gwas p<7E-4, keep reseq SNPs",rs114432744,2,153469516,0.000461936,1,FMNL2
"gwas p<7E-4, keep reseq SNPs",rs877972,12,13540262,0.000462012,1,C12orf36
"gwas p<7E-4, keep reseq SNPs",rs113512388,6,122058577,0.000462393,1,-
"gwas p<7E-4, keep reseq SNPs",rs112388515,5,149138255,0.000463495,1,PPARGC1B
"gwas p<7E-4, keep reseq SNPs",rs142370545,2,240810545,0.000466702,1,-
"gwas p<7E-4, keep reseq SNPs",rs62278647,3,157149133,0.000467553,1,VEPH1
"gwas p<7E-4, keep reseq SNPs",rs79975548,2,231699489,0.0004722,1,RP11-499P1.1
"gwas p<7E-4, keep reseq SNPs",rs79252177,10,14843711,0.00047265,1,-
"gwas p<7E-4, keep reseq SNPs",rs325093,12,125831639,0.000473004,1,TMEM132B
"gwas p<7E-4, keep reseq SNPs",rs142343756,15,94511860,0.000473343,1,CTD-2643K12.3
"gwas p<7E-4, keep reseq SNPs",rs74827808,22,45637002,0.000474018,1,KIAA0930
"gwas p<7E-4, keep reseq SNPs",rs11603758,11,98056174,0.000474227,1,-
"gwas p<7E-4, keep reseq SNPs",rs77724403,1,20216213,0.000474918,1,OTUD3
"gwas p<7E-4, keep reseq SNPs",rs555328492,2,52455776,0.000476372,1,AC007682.1
"gwas p<7E-4, keep reseq SNPs",rs2757629,6,7561345,0.000476392,1,DSP
"gwas p<7E-4, keep reseq SNPs",rs12626788,21,25027608,0.000476687,1,-
"gwas p<7E-4, keep reseq SNPs",rs2493309,1,3296951,0.000476975,1,PRDM16
"gwas p<7E-4, keep reseq SNPs",rs6770710,3,117156402,0.000478237,1,LSAMP
"gwas p<7E-4, keep reseq SNPs",rs116996199,11,1036454,0.000478519,1,MUC6
"gwas p<7E-4, keep reseq SNPs",rs1923802,9,89890575,0.000478678,1,-
"gwas p<7E-4, keep reseq SNPs",rs138870356,7,37657408,0.000478792,1,-
"gwas p<7E-4, keep reseq SNPs",rs7698785,4,57047570,0.000479008,1,KIAA1211
"gwas p<7E-4, keep reseq SNPs",rs117298161,15,94642754,0.000479099,1,CTD-2643K12.3
"gwas p<7E-4, keep reseq SNPs",rs79025736,7,107382783,0.000479776,1,CBLL1
"gwas p<7E-4, keep reseq SNPs",rs35391246,2,95858319,0.000480195,1,-
"gwas p<7E-4, keep reseq SNPs",rs7015741,8,141171837,0.000480567,1,TRAPPC9
"gwas p<7E-4, keep reseq SNPs",rs117933979,7,41486118,0.000480965,1,-
"gwas p<7E-4, keep reseq SNPs",rs117619774,15,100567903,0.00048167,1,ADAMTS17
"gwas p<7E-4, keep reseq SNPs",rs2728471,7,47231740,0.000481799,1,-
"gwas p<7E-4, keep reseq SNPs",rs77639952,4,149489182,0.000482539,1,-
"gwas p<7E-4, keep reseq SNPs",rs140874614,19,53843284,0.00048296,1,ZNF845
"gwas p<7E-4, keep reseq SNPs",rs605269,8,109241085,0.000483254,1,EIF3E
"gwas p<7E-4, keep reseq SNPs",rs79456245,9,84161051,0.000483254,1,-
"gwas p<7E-4, keep reseq SNPs",rs28789463,14,73095255,0.000483668,1,DPF3
"gwas p<7E-4, keep reseq SNPs",rs2222912,4,97651865,0.000483992,1,-
"gwas p<7E-4, keep reseq SNPs",rs149925103,6,16990904,0.000484124,1,-
"gwas p<7E-4, keep reseq SNPs",rs75468089,20,35620744,0.000485121,1,RBL1
"gwas p<7E-4, keep reseq SNPs",rs116928895,16,965589,0.00048519,1,LMF1
"gwas p<7E-4, keep reseq SNPs",rs57539253,6,7429185,0.000485489,1,-
"gwas p<7E-4, keep reseq SNPs",rs17616659,14,83160909,0.000486541,1,ENSAP2
"gwas p<7E-4, keep reseq SNPs",rs4955646,3,169118180,0.000488259,1,MECOM
"gwas p<7E-4, keep reseq SNPs",rs6535149,4,137408872,0.000488522,1,-
"gwas p<7E-4, keep reseq SNPs",rs144652963,12,12180046,0.00048883,1,-
"gwas p<7E-4, keep reseq SNPs",rs10976897,9,8265237,0.000490057,1,-
"gwas p<7E-4, keep reseq SNPs",rs116972055,21,16638890,0.000490576,1,-
"gwas p<7E-4, keep reseq SNPs",rs149189809,4,4786162,0.000491064,1,-
"gwas p<7E-4, keep reseq SNPs",rs113296813,5,10701093,0.000491117,1,DAP
"gwas p<7E-4, keep reseq SNPs",rs4385698,1,26717964,0.000491711,1,-
"gwas p<7E-4, keep reseq SNPs",rs331891,3,338146,0.000492657,1,CHL1
"gwas p<7E-4, keep reseq SNPs",rs17603889,19,545153,0.000493204,1,GZMM
"gwas p<7E-4, keep reseq SNPs",rs76287794,13,77515486,0.000493517,1,-
"gwas p<7E-4, keep reseq SNPs",rs145839649,15,81524507,0.000496106,1,IL16
"gwas p<7E-4, keep reseq SNPs",rs9939751,16,24665879,0.000496227,1,-
"gwas p<7E-4, keep reseq SNPs",rs34262641,7,45767741,0.000496342,1,SEPT7P2
"gwas p<7E-4, keep reseq SNPs",rs73046484,19,39663472,0.000497275,1,PAK4
"gwas p<7E-4, keep reseq SNPs",rs7296669,12,127510157,0.000498124,1,RP11-575F12.1
"gwas p<7E-4, keep reseq SNPs",rs77680982,1,28380471,0.000498629,1,EYA3
"gwas p<7E-4, keep reseq SNPs",rs62053942,17,43742298,0.00049922,1,CRHR1
"gwas p<7E-4, keep reseq SNPs",rs62053942,17,43742298,0.00049922,1,-
"gwas p<7E-4, keep reseq SNPs",rs9397704,6,154658810,0.000500694,1,IPCEF1
"gwas p<7E-4, keep reseq SNPs",rs116660521,3,74858561,0.000500816,1,-
"gwas p<7E-4, keep reseq SNPs",rs77264546,4,70442961,0.000500892,1,RP11-401E5.2
"gwas p<7E-4, keep reseq SNPs",rs75049876,3,54722015,0.000500969,1,CACNA2D3
"gwas p<7E-4, keep reseq SNPs",rs1541409,7,98027580,0.000501059,1,BAIAP2L1
